,neighborhood,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,maid_room,concierge,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,shared_pool,cluster
0,Palm Jumeirah,2700000,1079,2502.32,1,2,False,True,True,False,False,False,False,False,2
1,Palm Jumeirah,2850000,1582,1801.52,2,2,False,False,False,False,False,False,False,True,1
2,Jumeirah Lake Towers,1150000,1951,589.44,3,5,True,False,False,False,False,True,False,True,1
3,Culture Village,2850000,2020,1410.89,2,3,False,True,True,False,False,False,False,False,1
4,Palm Jumeirah,1729200,507,3410.65,0,1,False,False,False,False,False,False,False,True,2
5,Palm Jumeirah,3119900,1015,3073.79,1,2,False,False,False,False,False,False,False,True,2
6,Palm Jumeirah,8503600,2062,4123.96,2,3,True,False,False,False,False,False,False,True,0
7,Palm Jumeirah,3119900,1015,3073.79,1,2,False,False,False,False,False,False,False,True,2
8,Palm Jumeirah,2100000,2186,960.66,3,3,False,False,False,False,False,False,False,False,1
9,Downtown Dubai,2690000,1521,1768.57,2,3,False,False,False,False,False,False,False,True,1
10,Downtown Dubai,3550000,1918,1850.89,3,4,False,False,False,False,False,False,False,True,0
11,Dubai Marina,2094999,1058,1980.15,2,3,False,False,False,False,False,False,False,True,1
12,Dubai Marina,1049999,609,1724.14,1,2,False,False,False,False,False,False,False,True,2
13,Palm Jumeirah,1849000,1071,1726.42,1,1,False,True,False,False,False,False,False,True,2
14,Palm Jumeirah,2089999,1051,1988.58,1,1,False,True,False,False,False,False,False,True,2
15,Palm Jumeirah,2349990,1109,2119.02,1,1,False,True,False,False,False,False,False,True,2
16,Palm Jumeirah,3499000,1633,2142.68,2,2,False,True,False,False,False,False,False,True,0
17,Downtown Dubai,2700000,1348,2002.97,2,3,False,False,False,False,False,False,False,False,1
18,Downtown Dubai,1490000,1167,1276.78,2,2,False,False,False,False,False,False,False,True,1
19,Business Bay,950000,894,1062.64,1,2,False,False,False,False,False,False,True,True,2
20,Dubai Marina,1100000,985,1116.75,2,2,False,False,True,False,False,False,False,True,1
21,Dubai Marina,1390000,1307,1063.5,2,4,False,False,False,False,False,False,False,False,1
22,Downtown Dubai,3999900,2323,1721.87,3,4,True,True,False,False,False,True,False,True,0
23,Dubai Marina,3349000,3930,852.16,3,4,False,False,False,False,False,False,False,False,0
24,Palm Jumeirah,8470000,5232,1618.88,3,3,True,True,False,False,False,False,False,True,0
25,Dubai Marina,2499000,2490,1003.61,3,4,False,True,True,False,False,False,False,True,0
26,Downtown Dubai,2800000,1712,1635.51,2,3,False,True,False,False,False,False,True,False,1
27,Dubai Marina,8500000,5079,1673.56,4,4,False,True,False,False,False,False,False,True,0
28,Downtown Dubai,1875000,1543,1215.17,2,3,False,False,False,False,False,False,False,True,1
29,Old Town,1275000,938,1359.28,1,2,False,False,False,False,False,False,False,False,2
30,Al Kifaf,1465777,999,1467.24,1,2,False,True,False,False,True,False,True,True,2
31,Palm Jumeirah,1260000,1646,765.49,2,3,False,False,False,False,False,False,False,False,1
32,Meydan,1386795,1084,1279.33,2,3,False,False,False,False,False,False,False,True,1
33,Culture Village,4500000,3048,1476.38,2,3,False,False,False,False,False,False,False,True,0
34,Arjan,750000,796,942.21,1,1,False,False,False,False,False,False,False,True,2
35,Arjan,991000,1162,852.84,2,2,False,False,False,False,False,False,False,True,1
36,Jumeirah Beach Residence,3599999,1966,1831.13,3,3,False,False,True,False,False,False,False,False,0
37,Dubai Marina,2625000,1786,1469.76,3,4,False,False,False,False,False,False,False,True,0
38,Dubai Creek Harbour (The Lagoons),1270000,900,1411.11,1,2,False,False,False,False,False,False,False,True,2
39,Dubai Creek Harbour (The Lagoons),1398000,1168,1196.92,1,2,False,False,True,False,False,False,False,False,2
40,Dubai Marina,1795000,1002,1791.42,1,2,False,False,False,False,False,False,False,True,2
41,Old Town,1600000,1221,1310.4,2,3,False,False,False,False,False,False,False,False,1
42,Palm Jumeirah,1050000,549,1912.57,0,1,False,False,False,False,False,False,False,True,2
43,Greens,1150000,1133,1015.0,2,2,False,False,False,False,False,False,False,False,1
44,City Walk,1800000,1191,1511.34,1,2,False,False,False,False,False,False,False,True,2
45,Al Furjan,1349999,1861,725.42,3,4,False,False,True,False,False,False,False,True,1
46,Dubai Creek Harbour (The Lagoons),1800000,1582,1137.8,2,3,False,False,False,False,False,False,False,False,1
47,Business Bay,2353146,1168,2014.68,2,3,False,False,False,False,False,False,False,True,1
48,Dubai Marina,2800000,3172,882.72,4,5,False,False,False,False,False,False,False,False,0
49,DAMAC Hills,365000,451,809.31,0,1,False,False,True,False,False,False,False,True,2
50,Palm Jumeirah,1980000,935,2117.65,1,1,False,True,False,False,False,False,False,True,2
51,Dubai Marina,2300000,775,2967.74,1,2,False,False,True,False,False,False,False,True,2
52,Dubai Marina,2200000,1277,1722.79,2,3,False,False,True,False,False,False,False,True,1
53,Dubai Creek Harbour (The Lagoons),1270000,981,1294.6,1,2,False,False,False,False,False,False,False,True,2
54,Jumeirah Beach Residence,2650000,1703,1556.08,2,2,False,False,False,False,False,False,False,False,1
55,Jumeirah Lake Towers,375000,450,833.33,0,1,False,False,True,False,False,False,False,True,2
56,Jumeirah Golf Estates,1150000,1367,841.26,2,3,False,False,True,False,False,False,False,False,1
57,Business Bay,2400000,1965,1221.37,3,4,False,False,False,False,False,False,False,True,0
58,Business Bay,1700000,1358,1251.84,2,3,False,True,False,False,False,False,False,True,1
59,Business Bay,1709847,1367,1250.8,2,3,False,False,False,False,False,False,False,True,1
60,Jumeirah,12000000,2631,4561.0,3,5,False,False,False,False,False,False,False,True,0
61,Dubai Hills Estate,1850000,1993,928.25,3,4,True,False,True,False,False,False,False,True,1
62,Umm Suqeim,2090000,1365,1531.14,2,3,False,False,False,False,False,False,False,False,1
63,Meydan,1425000,1535,928.34,2,3,False,False,False,False,False,False,False,False,1
64,Dubai Marina,1595000,1350,1181.48,2,2,False,False,False,False,False,False,False,False,1
65,Dubai Marina,975000,627,1555.02,1,1,False,True,False,False,False,False,False,True,2
66,Jumeirah Beach Residence,3400000,1672,2033.49,2,3,False,True,False,False,False,False,False,True,0
67,Business Bay,2050000,2197,933.09,3,4,True,False,False,False,False,False,False,True,1
68,Motor City,995000,1670,595.81,2,1,False,False,False,False,False,False,False,False,1
69,Dubai Hills Estate,1300000,1182,1099.83,2,3,False,False,True,False,False,False,False,True,1
70,Motor City,1100000,1670,658.68,2,3,False,False,True,False,False,False,False,True,1
71,DAMAC Hills,750000,851,881.32,1,2,False,False,False,False,False,False,False,False,2
72,DIFC,1999999,1755,1139.6,2,2,False,False,True,False,False,False,False,True,1
73,Downtown Dubai,2990000,1903,1571.2,3,4,False,True,False,False,False,False,False,False,0
74,Palm Jumeirah,2400000,1717,1397.79,2,3,True,True,False,False,False,False,False,True,1
75,Downtown Dubai,2600000,1360,1911.76,2,3,False,False,False,False,False,False,False,False,1
76,Dubai Marina,2000000,1477,1354.1,2,3,False,False,False,False,False,False,False,True,1
77,Downtown Dubai,1800000,1622,1109.74,2,3,False,False,False,False,False,False,False,False,1
78,Downtown Dubai,930000,774,1201.55,1,2,False,False,False,False,False,False,False,False,2
79,Palm Jumeirah,3200000,1572,2035.62,2,3,False,False,False,False,False,False,False,True,0
80,Jumeirah Village Circle,714000,732,975.41,1,1,False,False,True,True,False,False,False,True,2
81,Dubai Marina,1075000,1300,826.92,3,3,False,False,False,False,False,False,False,True,1
82,Downtown Dubai,2299900,1133,2029.92,1,2,False,True,False,False,False,True,False,True,2
83,Dubai Marina,1200000,1180,1016.95,2,2,False,True,False,False,False,False,False,True,1
84,Dubai Marina,1525000,1440,1059.03,2,3,False,False,False,False,False,False,False,False,1
85,City Walk,2700000,1685,1602.37,2,2,False,False,False,False,False,False,False,True,1
86,Jumeirah Beach Residence,815000,779,1046.21,1,1,False,False,False,False,False,False,False,False,2
87,Jumeirah Lake Towers,860000,971,885.68,1,2,False,False,False,False,False,False,False,True,2
88,Barsha Heights (Tecom),1200000,1450,827.59,2,1,False,False,True,False,False,False,False,True,2
89,Jumeirah Beach Residence,1300000,763,1703.8,1,1,False,False,False,False,False,False,False,False,2
90,Downtown Dubai,2100000,1135,1850.22,1,1,False,True,True,False,False,False,True,True,2
91,Downtown Dubai,2100000,1974,1063.83,3,5,False,False,False,False,False,False,False,False,0
92,Palm Jumeirah,2100000,1051,1998.1,1,1,False,True,False,False,False,False,False,True,2
93,Downtown Dubai,2100000,826,2542.37,1,2,False,False,False,False,False,False,False,False,2
94,Palm Jumeirah,3499000,1633,2142.68,2,2,False,True,False,False,False,False,False,True,0
95,Dubai Marina,5500000,2609,2108.09,4,5,False,False,False,False,False,False,False,True,0
96,Dubai Marina,2100000,1579,1329.96,2,3,False,False,False,False,False,False,False,False,1
97,DIFC,1845000,1526,1209.04,2,2,False,False,False,False,False,False,False,True,1
98,Al Barari,1800000,1964,916.5,1,2,False,True,False,False,False,False,False,True,1
99,Dubai Production City (IMPZ),600000,1256,477.71,2,3,False,False,False,False,False,False,False,True,1
100,Downtown Dubai,1155000,753,1533.86,1,2,False,False,False,False,False,False,False,True,2
101,The Hills,2095000,1436,1458.91,2,3,False,True,False,False,False,True,False,True,1
102,Downtown Dubai,1900000,1438,1321.28,2,3,False,False,True,False,False,True,False,True,1
103,Palm Jumeirah,1800000,1490,1208.05,1,2,False,False,False,False,False,False,False,True,2
104,Palm Jumeirah,1800000,1490,1208.05,1,2,False,False,False,False,False,False,False,True,2
105,Jumeirah Village Circle,890000,1400,635.71,1,2,False,False,False,False,False,False,False,False,2
106,Palm Jumeirah,3600000,1724,2088.17,2,3,False,False,False,False,False,False,False,True,0
107,Dubai Marina,1845000,1346,1370.73,2,2,False,True,False,False,False,False,False,True,1
108,DIFC,1850000,1623,1139.86,2,3,False,False,True,False,False,False,False,True,1
109,Palm Jumeirah,4995000,2990,1670.57,3,4,True,False,False,False,False,False,False,True,0
110,Palm Jumeirah,3000000,2201,1363.02,3,4,False,False,False,False,False,False,False,True,0
111,Business Bay,610000,458,1331.88,0,1,False,False,False,False,False,False,False,False,2
112,City Walk,2850000,1734,1643.6,2,4,False,False,False,False,False,False,False,True,0
113,City Walk,3315000,1950,1700.0,2,4,False,False,False,False,False,False,False,False,0
114,Downtown Dubai,1800000,1209,1488.83,2,3,False,False,True,False,False,False,False,True,1
115,Downtown Dubai,2100000,1354,1550.96,2,3,False,False,True,False,False,False,False,True,1
116,Downtown Dubai,1400000,860,1627.91,1,2,False,False,False,False,False,False,False,False,2
117,Old Town,2300000,1338,1718.98,2,3,False,False,False,False,False,False,False,False,1
118,Business Bay,2300000,1442,1595.01,2,3,False,False,False,False,False,False,False,True,1
119,The Views,1335000,1336,999.25,2,2,False,False,False,False,False,False,False,False,1
120,Downtown Dubai,2200000,1891,1163.41,3,4,False,True,False,False,False,False,False,False,1
121,Dubai Hills Estate,1100000,1087,1011.96,2,2,False,False,False,False,False,False,False,False,1
122,Dubai Hills Estate,700000,646,1083.59,1,1,False,False,False,False,False,False,False,False,2
123,Dubai Sports City,700000,883,792.75,2,2,False,False,False,False,False,False,False,True,2
124,City Walk,3680000,2574,1429.68,3,5,False,False,False,False,False,False,False,False,0
125,Downtown Dubai,10000000,3399,2942.04,4,5,True,True,False,True,True,True,True,False,0
126,Downtown Dubai,2200000,1447,1520.39,2,2,False,False,False,False,False,False,False,True,1
127,Old Town,1820000,1185,1535.86,1,2,True,False,False,False,False,False,False,True,2
128,Palm Jumeirah,655888,380,1726.02,0,1,False,True,False,False,False,False,False,True,2
129,Dubai Hills Estate,2300000,1953,1177.68,3,5,False,True,False,False,False,False,False,True,0
130,City Walk,3200000,1830,1748.63,2,4,False,False,False,False,False,False,False,False,0
131,Dubai Marina,2175000,1385,1570.4,2,3,False,False,True,False,False,False,False,False,1
132,Jumeirah Village Circle,700000,846,827.42,1,1,False,True,True,False,False,False,False,True,2
133,Dubai Marina,850000,759,1119.89,2,2,False,False,False,False,False,False,False,True,2
134,Dubai Hills Estate,1066888,718,1485.92,1,1,False,False,False,False,False,False,True,True,2
135,Palm Jumeirah,2500000,1356,1843.66,2,3,True,True,False,False,False,False,False,True,1
136,Jumeirah Village Circle,1502000,1460,1028.77,3,3,False,False,True,False,False,False,False,True,1
137,Dubai Silicon Oasis,860000,1800,477.78,2,3,False,False,True,False,False,True,False,True,1
138,Downtown Dubai,1000000,915,1092.9,1,1,False,False,False,False,False,False,False,False,2
139,Dubai Marina,850000,545,1559.63,0,2,False,True,False,False,False,True,False,True,2
140,Downtown Dubai,3400000,1566,2171.14,2,3,False,False,False,False,False,False,False,True,0
141,Downtown Dubai,5500000,2310,2380.95,3,4,True,False,False,False,False,False,False,False,0
142,Jumeirah Village Circle,813000,935,869.52,2,2,False,False,False,False,False,False,False,False,2
143,City Walk,3399000,2084,1631.0,3,4,False,False,False,False,False,False,False,True,0
144,Dubai Marina,1589950,1302,1221.16,2,3,False,False,True,False,False,False,False,True,1
145,Jumeirah Beach Residence,10560000,3638,2902.69,4,3,True,False,True,False,False,False,False,True,0
146,Dubai Sports City,390000,849,459.36,1,2,False,False,False,False,False,False,False,True,2
147,The Views,1650000,1458,1131.69,2,2,False,False,True,False,False,False,False,True,1
148,Jumeirah Beach Residence,1200000,1262,950.87,2,2,False,False,False,False,False,False,False,True,1
149,Palm Jumeirah,5400000,4526,1193.11,4,5,True,True,False,False,False,False,False,True,0
150,Jumeirah Beach Residence,14800000,5018,2949.38,5,5,True,True,False,False,True,False,False,True,0
151,Palm Jumeirah,1700000,1509,1126.57,1,1,False,False,False,False,False,False,False,False,2
152,Jumeirah Beach Residence,810000,779,1039.79,1,2,False,False,True,False,False,False,False,True,2
153,Downtown Dubai,2350000,1391,1689.43,2,3,False,False,False,False,False,False,False,False,1
154,Downtown Dubai,3000000,796,3768.84,1,2,False,False,False,False,False,False,False,True,2
155,Jumeirah Lake Towers,920000,1315,699.62,3,2,False,False,False,False,False,False,False,True,1
156,Palm Jumeirah,2000000,1040,1923.08,1,2,False,False,False,False,False,False,False,True,2
157,Palm Jumeirah,1325000,1144,1158.22,1,1,False,False,False,False,False,False,False,False,2
158,Downtown Dubai,2850000,1244,2291.0,2,2,False,True,False,False,False,False,False,True,1
159,Downtown Dubai,1650000,792,2083.33,1,2,False,True,False,False,False,False,False,True,2
160,Dubai Sports City,410000,969,423.12,1,2,False,True,False,False,False,False,False,True,2
161,Umm Suqeim,3700000,1860,1989.25,3,4,True,False,True,False,False,False,False,True,0
162,Jumeirah Village Circle,670000,726,922.87,1,2,False,False,False,False,False,False,False,False,2
163,Downtown Dubai,1100000,1182,930.63,1,2,False,True,False,False,False,False,False,True,2
164,Greens,620000,767,808.34,1,1,False,False,False,False,False,False,False,True,2
165,Business Bay,2000000,1414,1414.43,3,3,False,False,False,False,False,False,False,True,1
166,Jumeirah Village Circle,662000,634,1044.16,1,2,False,False,False,False,False,False,False,True,2
167,Downtown Dubai,1992888,858,2322.71,1,1,False,True,False,False,False,False,False,True,2
168,Jumeirah Lake Towers,525000,569,922.67,1,1,False,False,False,False,False,False,False,True,2
169,Dubai Marina,1990000,1556,1278.92,2,2,False,False,False,False,False,False,False,False,1
170,Jumeirah Lake Towers,767000,811,945.75,1,2,False,False,True,False,False,False,False,True,2
171,Dubai Hills Estate,1096888,650,1687.52,1,1,False,False,True,False,False,False,False,True,2
172,Dubai Hills Estate,749888,482,1555.78,1,1,False,False,False,False,False,False,True,True,2
173,Jumeirah Village Circle,900000,1439,625.43,2,3,False,False,True,False,False,False,False,True,1
174,Jumeirah Village Circle,575000,771,745.78,1,2,False,False,True,False,False,False,False,True,2
175,Palm Jumeirah,1650000,1974,835.87,2,4,True,False,True,False,False,False,False,False,1
176,Dubai Marina,1600000,977,1637.67,1,2,False,False,False,False,False,False,False,True,2
177,The Hills,1900000,1436,1323.12,2,3,False,True,False,False,False,True,False,True,1
178,Dubai Marina,1700000,1694,1003.54,2,3,False,False,True,False,False,False,False,True,1
179,Jumeirah Beach Residence,1150000,1289,892.16,2,2,False,False,False,False,False,False,False,False,1
180,Dubai Marina,1200000,1468,817.44,2,3,False,True,True,False,False,False,False,True,1
181,Business Bay,1400000,864,1620.37,1,2,False,True,True,False,False,False,False,True,2
182,Jumeirah Lake Towers,875000,1327,659.38,2,3,True,False,False,False,False,False,False,True,1
183,Jumeirah Lake Towers,640000,897,713.49,1,2,False,False,True,False,False,False,False,True,2
184,Dubai Marina,1150000,1684,682.9,2,2,False,False,False,False,False,True,False,True,1
185,Downtown Dubai,1275000,812,1570.2,1,1,False,True,False,False,False,False,False,True,2
186,Downtown Dubai,3000000,1150,2608.7,2,2,False,False,True,False,False,False,False,False,0
187,Downtown Dubai,2500000,1900,1315.79,3,4,True,True,False,False,False,False,False,True,0
188,Downtown Dubai,1450000,1020,1421.57,1,1,False,True,False,False,False,False,False,True,2
189,Downtown Dubai,949000,916,1036.03,1,1,False,False,True,False,False,False,False,True,2
190,Downtown Dubai,880000,847,1038.96,1,2,False,False,False,False,False,False,False,False,2
191,DIFC,1850000,1634,1132.19,2,3,False,False,False,False,False,False,False,False,1
192,Jumeirah Beach Residence,2700000,3000,900.0,4,5,True,False,False,False,False,False,False,True,0
193,Palm Jumeirah,2950000,2248,1312.28,3,2,False,False,False,False,False,False,False,False,0
194,Jumeirah Village Triangle,310000,425,729.41,0,1,False,False,False,False,False,False,False,False,2
195,Palm Jumeirah,3600000,2279,1579.64,3,4,False,False,False,False,False,False,True,True,0
196,Downtown Dubai,3999900,2008,1991.98,3,4,False,False,False,False,False,True,False,True,0
197,Jumeirah Village Circle,410000,738,555.56,1,1,False,False,False,False,False,False,False,True,2
198,Mohammed Bin Rashid City,2100000,1457,1441.32,2,3,True,False,False,False,False,False,False,True,1
199,Dubai Harbour,1464888,867,1689.61,1,1,False,False,False,False,False,False,False,True,2
200,Dubai Marina,1199999,1072,1119.4,1,2,False,False,False,False,False,False,False,True,2
201,Bluewaters,3150000,1448,2175.41,2,3,False,False,True,False,False,False,False,True,0
202,Dubai Marina,1150000,768,1497.4,1,1,False,True,False,False,False,False,False,True,2
203,Business Bay,925000,1395,663.08,1,2,False,False,False,False,False,False,False,True,2
204,Downtown Dubai,4500000,1751,2569.96,2,3,False,False,False,False,False,False,False,True,0
205,Dubai Marina,800000,1219,656.28,2,3,False,False,True,False,False,False,False,True,1
206,Jumeirah Village Circle,625000,1007,620.66,2,2,False,True,False,False,False,False,True,True,2
207,Downtown Dubai,2650000,1365,1941.39,2,2,False,False,False,False,False,False,False,True,1
208,DIFC,2400000,2030,1182.27,2,3,False,False,True,False,False,False,False,True,1
209,DIFC,2050000,1724,1189.1,2,3,False,True,True,False,False,False,False,True,1
210,DIFC,5800000,3330,1741.74,3,4,True,True,True,False,False,False,False,True,0
211,Dubai Marina,1450000,1970,736.04,3,4,False,False,True,False,False,False,False,True,1
212,Meydan,758500,590,1285.59,1,1,False,True,False,False,False,False,False,True,2
213,Al Furjan,1051938,1191,883.24,2,3,False,False,True,False,False,False,False,True,1
214,Business Bay,7500000,7344,1021.24,3,5,True,False,True,False,False,False,False,False,0
215,Jumeirah Village Circle,600000,670,895.52,1,2,False,False,False,False,False,False,False,False,2
216,Jumeirah,14000000,3168,4419.19,3,5,False,False,False,False,False,False,False,False,0
217,The Views,1699999,1642,1035.32,2,2,False,True,True,False,False,True,False,True,1
218,International City,305000,743,410.5,1,2,False,False,False,False,False,False,False,False,2
219,Dubai Hills Estate,1300000,1356,958.7,2,3,False,False,False,False,False,False,False,False,1
220,Old Town,1250000,954,1310.27,1,1,False,False,False,False,False,False,False,True,2
221,Dubai Marina,1250000,1348,927.3,2,3,False,False,False,False,False,False,False,False,1
222,Palm Jumeirah,2350000,2524,931.06,3,4,False,False,False,False,False,False,False,False,0
223,Dubai Marina,1400000,822,1703.16,1,2,False,True,True,False,False,False,False,True,2
224,Dubai Marina,2750000,1674,1642.77,3,4,False,True,False,False,False,False,False,True,0
225,Arjan,683001,561,1217.47,1,1,False,True,False,False,False,True,False,True,2
226,Jumeirah Beach Residence,1690000,1877,900.37,3,4,False,False,False,False,False,False,False,True,1
227,Downtown Dubai,1450000,1390,1043.17,2,2,False,False,False,False,False,False,False,True,1
228,Palm Jumeirah,2606000,1303,2000.0,2,3,True,False,False,False,False,False,False,True,1
229,The Views,1375000,1349,1019.27,2,2,False,False,False,False,False,False,False,False,1
230,Palm Jumeirah,2600000,1475,1762.71,2,3,False,False,False,False,False,False,False,True,1
231,Palm Jumeirah,7649000,2942,2599.93,3,4,True,True,False,False,False,False,False,True,0
232,Jumeirah Village Circle,480000,829,579.01,1,2,False,False,True,False,False,False,False,False,2
233,Dubai Marina,2400000,1508,1591.51,2,3,False,False,False,False,False,False,False,False,1
234,Dubai Marina,800000,522,1532.57,0,1,False,False,False,False,False,False,False,True,2
235,Downtown Dubai,10820000,2840,3809.86,4,5,False,True,False,False,False,False,False,True,0
236,Motor City,629000,1051,598.48,1,1,False,False,False,False,False,False,False,True,2
237,Dubai Sports City,430000,793,542.24,1,2,False,False,True,False,False,False,False,False,2
238,Jumeirah Village Circle,410000,796,515.08,1,2,False,False,True,False,False,True,False,True,2
239,The Views,1690000,1305,1295.02,2,2,False,False,False,False,False,False,False,False,1
240,Jumeirah Lake Towers,400888,415,966.0,0,1,False,False,False,False,False,False,False,True,2
241,Downtown Dubai,2100000,1312,1600.61,2,2,False,False,False,False,False,False,False,False,1
242,DAMAC Hills,650000,825,787.88,1,2,False,False,False,False,False,False,False,True,2
243,Dubai Marina,1290000,2173,593.65,3,3,True,False,True,False,False,False,False,True,1
244,Dubai Sports City,420000,768,546.88,1,1,False,False,False,False,False,False,False,True,2
245,Dubai Marina,1950000,1410,1382.98,2,3,False,False,False,False,False,False,False,False,1
246,Downtown Dubai,1600000,1450,1103.45,2,3,False,True,True,False,False,False,False,True,1
247,Dubai Marina,685000,844,811.61,1,1,False,False,True,False,False,False,False,True,2
248,Downtown Dubai,1399900,767,1825.16,1,2,False,True,False,False,False,False,False,True,2
249,Downtown Dubai,3400000,1703,1996.48,3,4,False,False,False,False,False,False,False,True,0
250,Downtown Dubai,1389900,900,1544.33,1,2,False,False,False,False,False,False,False,True,2
251,Dubai Marina,850000,708,1200.56,1,2,False,False,False,False,False,False,False,False,2
252,Dubai Marina,1425000,950,1500.0,1,2,False,False,False,False,False,False,False,True,2
253,Jumeirah Village Triangle,462888,402,1151.46,1,2,False,False,False,False,False,False,False,False,2
254,Mohammed Bin Rashid City,825828,539,1532.15,0,1,False,True,True,False,False,False,False,True,2
255,Dubai Production City (IMPZ),850000,1083,784.86,2,2,False,False,False,False,False,False,False,True,1
256,Dubai Marina,3050000,3201,952.83,4,5,False,True,False,False,False,False,False,False,0
257,Mohammed Bin Rashid City,808520,492,1643.33,1,1,False,True,True,False,False,False,False,True,2
258,Palm Jumeirah,1760000,1943,905.82,2,3,False,False,False,False,False,False,False,False,1
259,Dubai Marina,850000,592,1435.81,1,1,False,True,False,False,False,False,False,True,2
260,Dubai Marina,1690000,1176,1437.07,2,2,False,True,False,False,False,False,False,True,1
261,Jumeirah Village Circle,617000,850,725.88,1,2,False,True,True,False,False,False,False,True,2
262,Downtown Dubai,3850000,2024,1902.17,3,3,False,False,False,False,False,False,False,False,0
263,Dubai Marina,1355000,1760,769.89,2,3,False,False,True,False,False,False,False,True,1
264,Downtown Dubai,1375000,856,1606.31,1,2,False,False,False,False,False,False,False,False,2
265,Dubai Marina,1599999,2172,736.65,3,3,True,False,False,False,False,False,False,True,1
266,Falcon City of Wonders,863400,549,1572.68,1,2,False,True,False,False,False,False,False,True,2
267,Falcon City of Wonders,641700,405,1584.44,0,1,False,True,False,False,False,False,False,True,2
268,Palm Jumeirah,1250000,1355,922.51,1,1,False,False,False,False,False,False,False,False,2
269,Dubai Marina,3200000,2280,1403.51,3,4,False,False,False,False,False,False,False,False,0
270,Downtown Dubai,1700000,1663,1022.25,2,3,False,False,False,False,False,False,False,False,1
271,Dubai Marina,2050000,1500,1366.67,2,3,False,False,False,False,False,False,False,False,1
272,Business Bay,1441498,1417,1017.29,2,3,False,False,False,False,False,False,False,True,1
273,Business Bay,2299880,2370,970.41,3,4,False,False,False,False,False,False,False,True,0
274,Downtown Dubai,1789000,986,1814.4,1,2,False,False,False,False,False,False,False,True,2
275,Dubai Marina,3450000,1746,1975.95,3,3,False,True,True,False,False,False,False,True,0
276,Downtown Dubai,3094900,1285,2408.48,2,3,False,True,False,False,False,False,False,True,0
277,Palm Jumeirah,1890000,1587,1190.93,1,1,False,True,False,False,False,False,False,True,2
278,Dubai Marina,1500000,926,1619.87,1,2,False,True,False,False,False,False,False,False,2
279,Dubai Marina,1800000,1056,1704.55,2,2,True,False,False,False,False,False,False,True,1
280,Palm Jumeirah,5790000,3447,1679.72,3,4,True,True,False,False,False,False,False,True,0
281,Dubai Creek Harbour (The Lagoons),2800000,1930,1450.78,3,3,False,False,True,False,False,False,False,True,0
282,Palm Jumeirah,2800000,2250,1244.44,3,4,False,False,False,False,False,False,False,True,0
283,Palm Jumeirah,2399999,2439,984.01,3,4,False,False,False,True,False,False,True,True,0
284,Dubai Creek Harbour (The Lagoons),864000,690,1252.17,1,1,False,False,False,False,False,False,False,True,2
285,Jumeirah Beach Residence,1540000,640,2406.25,1,2,False,True,False,False,False,False,False,True,2
286,Jumeirah Beach Residence,1600000,639,2503.91,1,2,False,False,False,False,False,False,False,True,2
287,Jumeirah Beach Residence,2320000,1160,2000.0,2,3,False,True,False,False,False,False,False,True,1
288,Jumeirah Beach Residence,2320000,1981,1171.13,2,3,False,True,False,False,False,False,False,True,1
289,Jumeirah Beach Residence,2450000,1181,2074.51,2,3,False,True,False,False,False,False,False,True,1
290,Jumeirah Beach Residence,2450000,1181,2074.51,2,3,False,True,False,False,False,False,False,True,1
291,Downtown Dubai,2700000,1300,2076.92,2,3,False,True,False,False,False,False,False,False,1
292,Downtown Dubai,2167888,800,2709.86,1,2,False,True,False,False,False,False,False,True,2
293,Downtown Dubai,1700000,977,1740.02,1,2,False,True,False,False,False,False,False,True,2
294,Dubai Creek Harbour (The Lagoons),1667888,1170,1425.55,2,3,False,True,False,False,False,False,False,True,1
295,Dubai Creek Harbour (The Lagoons),1399888,820,1707.18,1,2,False,True,False,False,False,False,False,True,2
296,Dubai Hills Estate,1051888,727,1446.89,2,3,False,False,False,False,False,False,False,False,1
297,Dubai Hills Estate,1050888,723,1453.51,2,3,False,False,False,False,False,False,False,False,1
298,Dubai Hills Estate,1021888,742,1377.21,2,3,False,False,False,False,False,False,False,False,1
299,Dubai Creek Harbour (The Lagoons),1040000,643,1617.42,1,2,False,True,False,False,False,False,False,False,2
300,Dubai Marina,1964888,992,1980.73,1,2,False,True,False,False,False,False,False,True,2
301,Dubai Harbour,1370888,746,1837.65,1,2,False,True,False,False,False,False,False,True,2
302,Dubai Harbour,1722888,789,2183.63,1,2,False,True,False,False,False,False,False,True,2
303,Dubai Harbour,1949888,1139,1711.93,2,3,False,True,False,False,False,False,False,True,1
304,Dubai Harbour,4000000,2097,1907.49,3,4,False,True,False,False,False,False,False,True,0
305,Dubai Harbour,1500000,745,2013.42,1,2,False,False,False,False,False,True,False,True,2
306,Dubai Harbour,1150000,729,1577.5,1,2,False,True,False,False,False,False,False,True,2
307,Dubai Creek Harbour (The Lagoons),2500000,1501,1665.56,2,3,False,True,False,False,False,False,False,True,1
308,Dubai Creek Harbour (The Lagoons),1739999,1143,1522.31,2,3,False,True,False,False,False,False,False,True,1
309,Business Bay,5460661,1400,3900.47,2,3,False,False,False,False,False,False,False,False,0
310,Dubai Hills Estate,1471888,996,1477.8,2,3,False,True,False,False,False,False,False,True,1
311,Dubai Hills Estate,1165000,998,1167.33,2,3,False,True,False,False,False,False,False,True,1
